llrs,rate_param
-0.0,0.0
0.397491951622,0.0753768844221
0.601033423746,0.150753768844
0.740055064041,0.226130653266
0.841574433564,0.301507537688
0.91812415055,0.376884422111
0.976872269669,0.452261306533
1.02239433692,0.527638190955
1.05781715441,0.603015075377
1.08537892774,0.678391959799
1.10673623685,0.753768844221
1.12314629132,0.829145728643
1.13558184505,0.904522613065
1.14480712307,0.979899497487
1.15142990105,1.05527638191
1.15593833522,1.13065326633
1.15872767652,1.20603015075
1.16012006451,1.28140703518
1.16037946174,1.3567839196
1.15972309794,1.43216080402
1.15833035826,1.50753768844
1.15634976747,1.58291457286
1.15390453424,1.65829145729
1.15109699221,1.73366834171
1.14801218556,1.80904522613
1.1447207842,1.88442211055
1.14128146876,1.95979899497
1.13774289258,2.0351758794
1.13414530369,2.11055276382
1.13052189157,2.18592964824
1.1268999097,2.26130653266
1.12330161455,2.33668341709
1.11974505335,2.41206030151
1.11624472683,2.48743718593
1.11281214803,2.56281407035
1.10945631449,2.63819095477
1.10618410797,2.7135678392
1.10300063324,2.78894472362
1.09990950564,2.86432160804
1.09691309539,2.93969849246
1.09401273529,3.01507537688
1.0912088973,3.09045226131
1.08850134287,3.16582914573
1.08588925069,3.24120603015
1.08337132539,3.31658291457
1.08094588989,3.39195979899
1.07861096378,3.46733668342
1.07636432983,3.54271356784
1.07420359016,3.61809045226
1.07212621384,3.69346733668
1.07012957689,3.76884422111
1.06821099585,3.84422110553
1.06636775595,3.91959798995
1.06459713448,3.99497487437
1.06289642016,4.07035175879
1.06126292909,4.14572864322
1.0596940177,4.22110552764
1.05818709319,4.29648241206
1.05673962186,4.37185929648
1.05534913555,4.4472361809
1.05401323661,4.52261306533
1.05272960143,4.59798994975
1.05149598298,4.67336683417
1.05031021234,4.74874371859
1.04917019946,4.82412060302
1.04807393325,4.89949748744
1.04701948118,4.97487437186
1.04600498837,5.05025125628
1.04502867633,5.1256281407
1.04408884142,5.20100502513
1.04318385311,5.27638190955
1.04231215196,5.35175879397
1.04147224756,5.42713567839
1.04066271632,5.50251256281
1.03988219921,5.57788944724
1.03912939944,5.65326633166
1.03840308013,5.72864321608
1.03770206203,5.8040201005
1.03702522113,5.87939698492
1.03637148644,5.95477386935
1.03573983771,6.03015075377
1.03512930325,6.10552763819
1.03453895776,6.18090452261
1.03396792027,6.25628140704
1.03341535213,6.33165829146
1.03288045498,6.40703517588
1.03236246897,6.4824120603
1.03186067083,6.55778894472
1.03137437219,6.63316582915
1.03090291789,6.70854271357
1.03044568432,6.78391959799
1.03000207793,6.85929648241
1.02957153373,6.93467336683
1.02915351385,7.01005025126
1.02874750626,7.08542713568
1.02835302338,7.1608040201
1.02796960096,7.23618090452
1.02759679684,7.31155778894
1.02723418984,7.38693467337
1.02688137874,7.46231155779
1.02653798123,7.53768844221
1.02620363298,7.61306532663
1.02587798672,7.68844221106
1.02556071135,7.76381909548
1.02525149117,7.8391959799
1.02495002506,7.91457286432
1.02465602575,7.98994974874
1.02436921913,8.06532663317
1.02408934355,8.14070351759
1.02381614926,8.21608040201
1.02354939771,8.29145728643
1.02328886109,8.36683417085
1.02303432169,8.44221105528
1.02278557149,8.5175879397
1.02254241159,8.59296482412
1.02230465182,8.66834170854
1.02207211024,8.74371859296
1.02184461281,8.81909547739
1.02162199292,8.89447236181
1.02140409108,8.96984924623
1.02119075454,9.04522613065
1.02098183698,9.12060301508
1.02077719818,9.1959798995
1.02057670372,9.27135678392
1.02038022471,9.34673366834
1.02018763753,9.42211055276
1.01999882356,9.49748743719
1.01981366895,9.57286432161
1.0196320644,9.64824120603
1.01945390491,9.72361809045
1.01927908963,9.79899497487
1.01910752164,9.8743718593
1.01893910774,9.94974874372
1.01877375833,10.0251256281
1.01861138721,10.1005025126
1.01845191141,10.175879397
1.0182952511,10.2512562814
1.01814132938,10.3266331658
1.01799007219,10.4020100503
1.01784140818,10.4773869347
1.01769526858,10.5527638191
1.01755158706,10.6281407035
1.01741029969,10.7035175879
1.01727134476,10.7788944724
1.01713466274,10.8542713568
1.01700019616,10.9296482412
1.01686788951,11.0050251256
1.01673768919,11.0804020101
1.01660954341,11.1557788945
1.0164834021,11.2311557789
1.01635921686,11.3065326633
1.0162369409,11.3819095477
1.01611652894,11.4572864322
1.01599793716,11.5326633166
1.01588112317,11.608040201
1.01576604592,11.6834170854
1.01565266563,11.7587939698
1.01554094381,11.8341708543
1.01543084313,11.9095477387
1.01532232742,11.9849246231
1.01521536162,12.0603015075
1.01510991172,12.135678392
1.01500594473,12.2110552764
1.01490342866,12.2864321608
1.01480233244,12.3618090452
1.01470262592,12.4371859296
1.01460427983,12.5125628141
1.01450726574,12.5879396985
1.01441155603,12.6633165829
1.01431712386,12.7386934673
1.01422394316,12.8140703518
1.01413198856,12.8894472362
1.01404123542,12.9648241206
1.01395165975,13.040201005
1.01386323825,13.1155778894
1.01377594821,13.1909547739
1.01368976755,13.2663316583
1.01360467478,13.3417085427
1.01352064896,13.4170854271
1.01343766973,13.4924623116
1.01335571723,13.567839196
1.01327477212,13.6432160804
1.01319481557,13.7185929648
1.01311582921,13.7939698492
1.01303779515,13.8693467337
1.01296069594,13.9447236181
1.01288451457,14.0201005025
1.01280923445,14.0954773869
1.01273483939,14.1708542714
1.01266131359,14.2462311558
1.01258864166,14.3216080402
1.01251680856,14.3969849246
1.0124457996,14.472361809
1.01237560046,14.5477386935
1.01230619715,14.6231155779
1.012237576,14.6984924623
1.01216972367,14.7738693467
1.01210262712,14.8492462312
1.0120362736,14.9246231156
1.01197065067,15.0
